"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048799","GO:0048799","animal organ maturation","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"RHOA",1
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"SEMA3C",1
"GO:0050858","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"EZR",1
"GO:0051204","GO:0051204","protein insertion into mitochondrial membrane","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"NDUFA13",1
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"GLUL",1
"GO:0060122","GO:0060122","inner ear receptor cell stereocilium organization","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"HES1",1
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"TGFBR2",1
"GO:0090183","GO:0090183","regulation of kidney development","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"STAT1",1
"GO:0098801","GO:0098801","regulation of renal system process","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"EMP2",1
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"HSP90AB1",1
"GO:1904893","GO:1904893","negative regulation of receptor signaling pathway via STAT","1/422","33/18903",0.52559543344377,0.63559332916491,0.482216647383602,"SOCS3",1
"GO:0046660","GO:0046660","female sex differentiation","3/422","124/18903",0.525625142227368,0.63559332916491,0.482216647383602,"ADAMTS1/AXL/CEBPB",3
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","5/422","215/18903",0.526162708429719,0.636070984831592,0.482579038717215,"C1S/CD74/HLA-DRA/HLA-DRB1/HLA-DRB5",5
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","7/422","306/18903",0.527310665247029,0.63728607484622,0.483500912195486,"ALDOA/ATP6V1A/CMPK1/NAPRT/NDUFA13/NDUFB2/PARP9",7
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","4/422","170/18903",0.528088406043083,0.638053200044473,0.484082920414028,"DSC2/ITGB1/PCDH1/PECAM1",4
"GO:0003407","GO:0003407","neural retina development","2/422","79/18903",0.529337934372961,0.638698178250988,0.484572257249564,"HES1/STAT3",2
"GO:0048844","GO:0048844","artery morphogenesis","2/422","79/18903",0.529337934372961,0.638698178250988,0.484572257249564,"APOE/HES1",2
"GO:0061333","GO:0061333","renal tubule morphogenesis","2/422","79/18903",0.529337934372961,0.638698178250988,0.484572257249564,"CTNNB1/HES1",2
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","2/422","79/18903",0.529337934372961,0.638698178250988,0.484572257249564,"NAPRT/PARP9",2
"GO:1903556","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","2/422","79/18903",0.529337934372961,0.638698178250988,0.484572257249564,"AXL/GSTP1",2
"GO:0003014","GO:0003014","renal system process","3/422","125/18903",0.531044180502232,0.640410576594854,0.485871432288814,"EMP2/GSN/RHOA",3
"GO:0019730","GO:0019730","antimicrobial humoral response","3/422","125/18903",0.531044180502232,0.640410576594854,0.485871432288814,"GATA6/PRSS3/SPON2",3
"GO:0048644","GO:0048644","muscle organ morphogenesis","2/422","80/18903",0.536120345353403,0.642294177962726,0.487300496904416,"DSP/SERP1",2
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","2/422","80/18903",0.536120345353403,0.642294177962726,0.487300496904416,"CEBPB/RRAGC",2
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"PABPC1",1
"GO:0006536","GO:0006536","glutamate metabolic process","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"GLUL",1
"GO:0006688","GO:0006688","glycosphingolipid biosynthetic process","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"TM9SF2",1
"GO:0006891","GO:0006891","intra-Golgi vesicle-mediated transport","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"COPB1",1
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"CMPK1",1
"GO:0009649","GO:0009649","entrainment of circadian clock","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"PPP1CB",1
"GO:0009954","GO:0009954","proximal/distal pattern formation","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"CTNNB1",1
"GO:0010984","GO:0010984","regulation of lipoprotein particle clearance","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"HNRNPK",1
"GO:0032480","GO:0032480","negative regulation of type I interferon production","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"PPM1B",1
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"RUNX1",1
"GO:0034383","GO:0034383","low-density lipoprotein particle clearance","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"HNRNPK",1
"GO:0034405","GO:0034405","response to fluid shear stress","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"KLF4",1
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"RAC1",1
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"DUSP1",1
"GO:0036474","GO:0036474","cell death in response to hydrogen peroxide","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"PARK7",1
"GO:0042044","GO:0042044","fluid transport","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"AHCYL1",1
"GO:0042573","GO:0042573","retinoic acid metabolic process","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"RBP1",1
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"PRDX6",1
"GO:0090322","GO:0090322","regulation of superoxide metabolic process","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"GSTP1",1
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"CTNNB1",1
"GO:1900181","GO:1900181","negative regulation of protein localization to nucleus","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"TRIM29",1
"GO:1905207","GO:1905207","regulation of cardiocyte differentiation","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"GATA6",1
"GO:1905508","GO:1905508","protein localization to microtubule organizing center","1/422","34/18903",0.536204798949161,0.642294177962726,0.487300496904416,"NUP62",1
"GO:0006690","GO:0006690","icosanoid metabolic process","3/422","126/18903",0.536428450219792,0.642389625571849,0.48737291180237,"CD74/GSTP1/MGST2",3
"GO:0007254","GO:0007254","JNK cascade","4/422","172/18903",0.537317573293235,0.643281731160293,0.488049741067613,"GSTP1/HMGB1/MAP3K13/XIAP",4
"GO:0019724","GO:0019724","B cell mediated immunity","5/422","218/18903",0.538475298110156,0.644322011307996,0.488838988503271,"C1S/CD74/HLA-DRA/HLA-DRB1/HLA-DRB5",5
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","5/422","218/18903",0.538475298110156,0.644322011307996,0.488838988503271,"CD74/GSTP1/PARK7/RBP1/SCP2",5
"GO:0001838","GO:0001838","embryonic epithelial tube formation","3/422","127/18903",0.541777477666653,0.647925785405684,0.491573126486749,"CTNNB1/TMED2/VASP",3
"GO:0006911","GO:0006911","phagocytosis, engulfment","3/422","127/18903",0.541777477666653,0.647925785405684,0.491573126486749,"CDC42/GSN/RAC1",3
"GO:0002377","GO:0002377","immunoglobulin production","5/422","219/18903",0.54254683031178,0.648495679715835,0.492005498116522,"HLA-DRA/HLA-DRB1/HLA-DRB5/PHB2/TMBIM6",5
"GO:0007422","GO:0007422","peripheral nervous system development","2/422","81/18903",0.542835357180333,0.648495679715835,0.492005498116522,"ITGB4/RUNX1",2
"GO:0033555","GO:0033555","multicellular organismal response to stress","2/422","81/18903",0.542835357180333,0.648495679715835,0.492005498116522,"APOE/PTEN",2
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","2/422","81/18903",0.542835357180333,0.648495679715835,0.492005498116522,"MUC1/WAC",2
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","10/422","448/18903",0.545146558227703,0.650007619174161,0.493152587526034,"APOE/ARF1/ATP2A2/CALM3/GLUL/ITGB1/KIF5B/MAPK1/PACSIN2/PTEN",10
"GO:0021953","GO:0021953","central nervous system neuron differentiation","4/422","174/18903",0.546455410982165,0.650007619174161,0.493152587526034,"HES1/HSP90AB1/NFIB/PTEN",4
"GO:0002446","GO:0002446","neutrophil mediated immunity","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"KMT2E",1
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"AXL",1
"GO:0006691","GO:0006691","leukotriene metabolic process","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"MGST2",1
"GO:0010390","GO:0010390","histone monoubiquitination","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"WAC",1
"GO:0010737","GO:0010737","protein kinase A signaling","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"EZR",1
"GO:0031128","GO:0031128","developmental induction","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"CTNNB1",1
"GO:0035137","GO:0035137","hindlimb morphogenesis","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"CTNNB1",1
"GO:0043276","GO:0043276","anoikis","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"ITGB1",1
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"DCN",1
"GO:0051567","GO:0051567","histone H3-K9 methylation","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"ATRX",1
"GO:0062098","GO:0062098","regulation of programmed necrotic cell death","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"YBX3",1
"GO:0090075","GO:0090075","relaxation of muscle","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"GSN",1
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"IFI6",1
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"HERPUD1",1
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","1/422","35/18903",0.546577451174687,0.650007619174161,0.493152587526034,"IFI6",1
"GO:0006304","GO:0006304","DNA modification","3/422","128/18903",0.547090812263559,0.650444765339728,0.493484244811759,"ATRX/FOS/KMT2E",3
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","10/422","449/18903",0.547998416528863,0.651350275586517,0.494171244022326,"APOE/ARF1/ATP2A2/CALM3/GLUL/ITGB1/KIF5B/MAPK1/PACSIN2/PTEN",10
"GO:0021766","GO:0021766","hippocampus development","2/422","82/18903",0.54948259276819,0.652419193435781,0.49498221852119,"PTEN/YWHAE",2
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","2/422","82/18903",0.54948259276819,0.652419193435781,0.49498221852119,"CALM2/CALM3",2
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","2/422","82/18903",0.54948259276819,0.652419193435781,0.49498221852119,"CMPK1/MAPK1",2
"GO:2001021","GO:2001021","negative regulation of response to DNA damage stimulus","2/422","82/18903",0.54948259276819,0.652419193435781,0.49498221852119,"CD74/MUC1",2
"GO:0051224","GO:0051224","negative regulation of protein transport","3/422","129/18903",0.552368026112684,0.655670692342324,0.497449089757464,"APOE/PARK7/SP100",3
"GO:0006094","GO:0006094","gluconeogenesis","2/422","83/18903",0.556061725302887,0.657337564954,0.498713724997538,"ARPP19/NR3C1",2
"GO:0031507","GO:0031507","heterochromatin formation","2/422","83/18903",0.556061725302887,0.657337564954,0.498713724997538,"CBX3/HMGB1",2
"GO:0042310","GO:0042310","vasoconstriction","2/422","83/18903",0.556061725302887,0.657337564954,0.498713724997538,"RHOA/TRPM4",2
"GO:0055013","GO:0055013","cardiac muscle cell development","2/422","83/18903",0.556061725302887,0.657337564954,0.498713724997538,"HNRNPU/PDLIM5",2
"GO:0006699","GO:0006699","bile acid biosynthetic process","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"SCP2",1
"GO:0007616","GO:0007616","long-term memory","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"APOE",1
"GO:0016486","GO:0016486","peptide hormone processing","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"YIPF5",1
"GO:0019934","GO:0019934","cGMP-mediated signaling","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"APOE",1
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"RAC1",1
"GO:0034260","GO:0034260","negative regulation of GTPase activity","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"TMED2",1
"GO:0035909","GO:0035909","aorta morphogenesis","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"HES1",1
"GO:0045777","GO:0045777","positive regulation of blood pressure","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"RHOA",1
"GO:0046471","GO:0046471","phosphatidylglycerol metabolic process","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"PHB2",1
"GO:0050869","GO:0050869","negative regulation of B cell activation","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"PTEN",1
"GO:0086010","GO:0086010","membrane depolarization during action potential","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"TRPM4",1
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"CDC42",1
"GO:0097345","GO:0097345","mitochondrial outer membrane permeabilization","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"SLC25A5",1
"GO:0120316","GO:0120316","sperm flagellum assembly","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"UBE2B",1
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"ZBTB20",1
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium","1/422","36/18903",0.556718659336881,0.657337564954,0.498713724997538,"CTNNB1",1
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","3/422","130/18903",0.557608713546004,0.658214306836579,0.499378898012795,"EIF2AK2/HMGB1/XIAP",3
"GO:0021675","GO:0021675","nerve development","2/422","84/18903",0.562572476195158,0.663196403905627,0.503158752261317,"CTNNB1/HES1",2
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","2/422","84/18903",0.562572476195158,0.663196403905627,0.503158752261317,"PARK7/PPIA",2
